,mzmed,rtmed,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1.1,2hpi_Mock_2.1,2hpi_Mock_3.1,1dpi_Mock_1.1,1dpi_Mock_2.1,1dpi_Mock_3.1,2dpi_Mock_1.1,2dpi_Mock_2.1,2dpi_Mock_3.1,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M477T1021,477.16836960000006,1021.272548,12064.77685,17521.96776,38303.54748,40606.162019999996,38279.8141,29955.50882,112836.4516,102730.4227,147414.6281,12636.46709,10042.812909999999,9403.341669,18537.11218,15540.51537,16241.873959999999,21544.97895,28715.640910000002,9872.141948,25927.84145,12276.4683,14539.17604,25773.31895,42148.753560000005,33679.29518,29591.00295,44550.16914,31707.26297,11510.659440000001,15583.88126,14699.47279,17822.58505,23164.60119,32796.04245,21221.31239,32996.8185,54120.47907,9497.122018,9368.025203,11411.27163,7927.685279,10936.7887,11647.78687,35234.15682,15491.6146,56202.58113,18668.5901,14891.9414,14562.25326,51035.74783,23094.62453,41987.1875,109807.9347,64380.309120000005,48605.59197,20253.09694,10553.8079,17725.695819999997,36736.127010000004,21566.65104,26985.64794,55529.73069,46885.11337,73043.25198,7999.986037000001,10591.84197,10334.38298,8693.191775,30600.70691,46065.78648,99581.8851,125232.1053,91357.34683,12085.78155,10993.58113,10697.00053,13712.682840000001,9375.641062,8314.230919,21948.52018,34349.33509,25402.85578
M477T1794,477.2795164,1794.1666559999999,81194.11807000001,115537.0865,105213.5546,98139.05647000001,88147.11462000001,80880.28637,106273.7436,102670.9928,108512.6761,67461.53229,28892.9963,43400.457519999996,38202.14886,68677.45625,49177.7925,26451.0807,56812.45144,21388.71128,53923.48296,58922.71125,48610.16706,39582.68589,54463.222010000005,59632.26417,47319.4444,51133.46925,53607.80361,38202.17782,59010.40621,53699.47477000001,0.0,36860.86375,45839.248230000005,31240.18703,51397.35997,67665.35145,33006.79428,34143.62331,33446.793110000006,17525.75285,21769.80513,22353.05419,38728.38067,21126.93849,44750.0503,72707.79652999999,69683.61312000001,53894.841329999996,48937.986639999996,42901.2142,65539.96643,83080.3367,33588.72038,71431.00536,49347.41685,51219.35342,68335.22771,48311.28611,41242.561819999995,37434.57322,60216.08177999999,58052.75727,56251.03597999999,68643.82985,83221.3744,59391.74565,63607.753039999996,79604.86081,80698.82546000001,90752.20881,105200.6436,95081.61815,50196.76537,50280.54128,35825.558769999996,41221.976239999996,39714.75097,43674.84267,67649.93652999999,79001.26972000001,58984.564679999996
M477T791,477.1943892,791.3351991000001,303678.5262,229361.9762,146645.4147,134755.3185,153858.5766,118159.3718,127602.3127,131642.1659,123261.9965,159434.3646,168138.6048,135506.9571,291189.2771,324355.8128,200698.4023,224213.9999,328050.1905,149532.3325,221645.1104,80472.89769,129318.8424,104985.7836,114198.03199999999,134228.2227,61099.71762999999,79761.82101,54614.567839999996,78961.87816000001,129233.1929,104878.3882,54606.676589999995,47220.64105,68668.28207,38737.30654,38817.06507,56081.955270000006,78749.96156,72966.16463,220142.0046,73227.95097,74863.19577,216063.8115,54535.44725,40486.744,123914.4124,117445.5193,115372.5407,110057.62599999999,96223.87677999999,71337.68372,90169.99234,43464.4718,34689.90005,43132.40429,112509.6716,71246.4886,119102.7233,99908.94645,80144.83252000001,63754.89965,80534.01054,58901.528020000005,42922.47272,31199.15763,49789.14292,32206.59582,45668.581119999995,51110.4828,40227.080030000005,32562.678439999996,35170.22045,30307.150380000003,278696.475,145645.2021,198824.296,149676.9745,183171.7783,149950.565,65946.1074,92302.7559,78048.74833999999
M478T449,478.1131507,448.8688717,133647.3474,257008.027,277509.8821,401386.38,199895.5754,69521.239,291801.3256,361390.1378,150432.193,20923.6803,1833.475598,34926.28625,81925.25051,20890.182380000002,50193.6663,23534.50177,21685.29092,17628.517359999998,3602.6780740000004,8998.300351,4114.824597999999,5317.187045000001,4242.655815,5068.0003,6593.170949,1933.222736,6577.914901,7537.921251999999,4260.891154999999,10476.16092,7010.695579000001,856.7608045,3723.5269829999997,3142.550975,4117.581690999999,3696.7393420000003,41675.70556,55728.200489999996,20628.26714,33136.93922,1161.510484,7270.790821,94009.41635,22116.13046,11856.853490000001,10481.23862,30238.347939999996,14912.19451,5014.298742,22980.547130000003,12014.60758,8639.447157999999,19264.71589,11112.02983,11511.608979999999,7386.770193,8652.971529999999,15980.62494,50540.11114,13070.38232,17819.32659,11431.49155,3549.8093799999997,717.3474651,1303.1745460000002,2360.800463,8822.159629,1234.630845,1783.205863,5037.162749,7143.266356,2187.5006129999997,82392.48235,86271.44513,88377.47836000001,21976.46263,44413.023989999994,46740.34401,37669.58502,33782.792669999995,48901.34102
M478T561,478.1692239,561.0013819000001,463201.4805,420281.4951,324896.0796,366276.0942,1156507.54,721271.1912,688993.4435,637448.7177,285192.0482,14346.19875,9359.574509999999,14231.99742,40014.315760000005,15490.49544,27311.388839999996,53337.2633,58680.2179,44905.75926,17750.29415,43489.47851,24362.73477,52933.44928,26510.01679,17006.608119999997,28200.794960000003,14848.9648,8524.416624,4567.2079109999995,2991.740761,7128.940949,5758.440718,3809.6739479999997,7675.527225,6391.253388,7237.250582,6067.65554,3175.02949,5559.2197320000005,6194.114697,3384.3632829999997,3142.192584,3217.127153,7523.678526000001,3127.8756120000003,8213.47526,23685.62202,13930.55044,17095.41471,15411.87845,11377.49606,17865.90256,9516.848639,14576.91955,13784.20514,9477.738616,1781.002113,4690.741774,73585.44394,6846.538026,9065.724595,67356.5946,9402.345894,6400.861344,1897.32032,5024.3024700000005,6366.131096,6385.131020000001,6822.17876,5173.9614950000005,30075.23287,55241.69977000001,8563.657369,13451.01343,4953.051017,10499.56231,8478.515577,7918.993331000001,14215.5063,11732.49039,11468.33456,13137.19802
M478T602,478.1705944,602.4609694000001,131357.9912,118916.5543,111814.6999,171167.7585,415664.9705,326059.4051,358562.3353,325883.571,171462.3519,9824.254673000001,8772.518021,9310.482439,23084.80129,12413.23988,18749.75842,45541.42968,60565.53476,70148.48625,10303.22789,20989.494759999998,13492.39476,26992.190769999997,20958.0333,13868.268919999999,20362.56587,15355.45062,9778.566916,7302.904237000001,6675.3639539999995,7399.036328,6792.850340000001,5476.613531,8613.211202,7045.235931,8258.104908,7755.888861,4506.089719,6702.926068,7710.425362000001,4845.159204,5098.447046,6959.10537,7011.833048,4599.7750479999995,5397.477526,18172.39431,14164.51572,15096.127540000001,18386.50525,13357.58667,17125.18074,15652.024080000001,21686.77273,17274.20155,9090.369732,4390.287738,5161.310079999999,66178.43102,8638.66296,10210.86535,75359.58481,10740.35669,11252.676440000001,4576.1173229999995,7412.390347,6920.8744480000005,10410.011709999999,9559.710528,8936.390551,65514.353729999995,97475.80317999999,12756.327290000001,12145.94306,6711.099512999999,8554.726874,8385.097804,8997.37208,11698.58782,11965.88893,11527.420259999999,12239.68532
M478T683,478.1725476,683.1347264999999,87183.90024,61658.68139,78423.17219,157613.0615,212236.8241,264222.7449,270550.8566,100634.2775,108601.9581,31966.22905,29346.632569999998,24811.562009999998,36402.162019999996,76177.82814,45055.35862,104140.6709,190954.34600000002,157709.6468,27618.573989999997,25699.99981,31731.07677,33031.45291,40105.193360000005,36095.23053,23401.22972,27572.420430000002,20270.84593,14497.177569999998,21534.24207,21520.73211,18611.33365,15639.92626,16783.02896,14282.219630000001,13733.291469999998,16998.578999999998,13829.502709999999,16791.619069999997,17609.76193,15718.822680000001,21136.14625,17915.32566,16975.584069999997,17780.06372,15966.266090000001,51495.23816,44273.34055,40372.38254,44208.19704,35052.68169,42503.17607,33560.73369,49710.802410000004,31553.03113,23381.53201,17739.12259,21192.41221,171639.8622,26244.66958,25163.14069,146212.124,27124.73649,25012.14293,12167.47216,15598.0506,13574.157980000002,30268.360010000004,22694.25565,16103.9434,160614.9795,266868.3636,25576.77482,31481.61115,14366.86979,21485.31244,22526.779,22765.505680000002,31101.19949,24246.78843,31923.320669999997,33788.93871
M479T449,479.1201101,448.51977189999997,79202.90464,156745.3759,167964.6012,236721.5676,120220.4241,43973.38944,16318.17215,119259.7838,89799.16165,15252.80724,12946.812409999999,23653.04748,56022.75489,17737.975469999998,33668.57393,18398.75819,21586.241619999997,12551.38037,7101.591259999999,9442.627793000001,6921.836103000001,8694.565012000001,6970.603539,8700.266954,10883.87428,6765.012493000001,11267.606240000001,9003.36532,4567.530476,11234.78011,9124.461801000001,7211.782006,8941.190433,6262.28307,11740.15583,8995.665095999999,25215.02671,32230.264860000003,21014.401530000003,19762.281590000002,1616.282531,8940.798186,62439.30921,15981.4876,14313.33571,14270.584640000001,17659.9133,15072.703140000001,11611.93474,18934.52199,16591.598830000003,10277.05063,17205.262469999998,14053.75465,9345.679301,7626.739031,8397.690604000001,14463.921240000001,30864.694260000004,12641.67888,19888.73561,15027.57067,9891.071111,4666.165956,3631.590729,11434.290790000001,5903.078755,3101.486866,8338.622387000001,9227.340451,13269.08225,16691.61924,55962.53316,52060.900180000004,52469.952260000005,16107.94436,26840.32881,26909.68313,28336.67238,26291.2131,32596.4264
M479T561,479.1674585,560.9736455,175168.3379,170585.74399999998,148601.8956,162586.9783,365351.5812,237068.1539,271506.3093,244849.3601,150260.0773,13041.7006,11284.48918,15586.04351,23358.561009999998,27186.35023,23641.31836,22232.75981,29587.46549,22839.508130000002,20026.73799,17901.30416,16941.436840000002,27532.080639999996,15964.50831,22567.42853,21078.57959,18372.53538,13469.02913,14438.298859999999,22988.687980000002,12349.784520000001,16128.28714,13760.67863,13596.59691,12517.217190000001,11058.636209999999,12377.19794,55022.45695,42764.80998,41771.0209,61159.24024,45670.55015,36416.237030000004,59710.41604,55730.17569,24572.7238,18254.115009999998,29795.576510000003,24192.76862,20744.13174,19198.25701,20199.665269999998,24086.07744,17684.60541,19364.803,25373.9674,22502.0175,20568.08895,33255.804110000005,36995.614610000004,16479.95929,47146.936610000004,21102.71112,17893.47113,8741.067481,10400.44827,8648.775922,8816.30663,10728.147009999999,9929.726083,17339.27907,22966.962180000002,11268.152329999999,89666.4864,26927.53895,82605.61679,50909.239910000004,56409.24661,66310.49465,74758.68597,70079.50601,104860.7451
M481T2106,481.3521443,2105.600541,78161.16496000001,115870.8969,78933.64606,67055.42182,67689.5978,63867.2436,51263.0897,50320.29644,36169.984169999996,14744.0704,13816.790469999998,14705.977930000001,13076.56307,18148.59651,14897.75718,10061.96602,10749.75878,14014.16802,9993.790738,16310.21122,10926.87069,9117.251921,11909.09052,11793.12217,10102.73063,8034.705551999999,8353.390797,14140.9198,13828.42375,10874.97247,0.0,14495.0999,12588.07172,10171.48868,10803.41619,9008.715895000001,8618.736513,7062.631254999999,6878.613071,11059.41329,6604.8374969999995,8320.287118,12287.077870000001,10216.97025,8112.421172,12777.91801,10983.37432,12852.73344,13396.49164,12561.58858,13356.78254,9606.688171,10895.16462,11673.372870000001,12813.86775,11820.00691,10918.83561,12430.52222,13082.10275,12075.413840000001,7762.292739,9236.232740000001,9306.131551,9276.302908,6596.522589,9058.701312000001,32762.317310000002,7998.318477,8247.303721,9051.906715000001,10000.43144,6558.842798,11933.879990000001,9994.748569,10562.365829999999,8681.030958,8358.710112,8794.448989,9532.057515999999,6264.248629,9041.519085
M481T595,481.25838219999997,595.3908526,117724.351,152713.6824,129846.1401,310920.65,262571.2564,259512.928,188097.7864,205827.3355,147999.3349,39628.99243,26050.40534,28142.572239999998,46531.35195,34223.76034,35892.291580000005,44107.08356,22381.74546,33148.68521,10655.962759999999,20608.36972,14833.56246,18616.0322,27135.552789999998,18343.37776,14177.71209,21046.04221,18511.62784,16564.26712,15344.37134,24113.0545,32015.918869999998,20860.706280000002,24709.1228,14514.904209999999,22462.82443,17161.948080000002,29497.75262,17477.972380000003,18752.392369999998,35350.63671,17940.832290000002,19197.842090000002,67678.83356,22589.603890000002,51280.703219999996,23895.53425,21068.924619999998,29819.609889999996,29654.213410000004,38877.78061,41872.9861,25423.37244,44130.6725,235734.8404,15663.45026,18366.23401,17310.4416,33888.83932,27950.1091,35019.02758,18150.96873,29307.40838,27755.30543,45780.2418,16041.568469999998,56013.48891,33197.455330000004,21369.83864,32141.65433,55244.17471,56456.63684,55607.19086,39942.58671,25154.74451,21954.495619999998,25886.254719999997,22990.59574,21162.71239,37941.69237,25134.99897,26385.85956
M483T2529,482.85902919999995,2528.9453329999997,27726.84671,85137.05068,66238.25432000001,126838.8691,126499.1474,116524.321,35055.36321,64838.270489999995,32469.9267,44760.36947,12429.34766,14698.20893,32551.85037,29901.675769999998,26995.244919999997,23779.564280000002,11596.655509999999,21591.94065,5365.037689,8831.68857,4154.755809,1891.8765030000002,15452.595180000002,17087.07977,966.3030616000001,9758.001353,3998.1148740000003,4843.433062,16832.10821,13135.192309999999,0.0,20000.23788,10655.06003,6089.0224020000005,12335.145709999999,5263.875586,37777.02633,15928.62433,17475.66914,54533.415689999994,30077.486230000002,18497.64116,54663.162189999995,26267.31306,11966.40969,20041.940309999998,34162.59207,51302.20463,31812.45056,36145.84992,66120.01598,19233.47927,29423.38721,37225.57367,17146.62521,22396.176359999998,25097.61975,20768.921469999997,37959.60557,28770.46826,10504.85779,20199.80891,16902.5864,31722.79088,7316.959901,5344.601426,44736.46291,12478.71139,26955.295,13927.26897,6782.782653,8170.728528000001,70519.26097999999,69734.78162000001,34301.966360000006,21350.71411,64804.17605,25881.838669999997,45070.85501,20461.74129,20051.66128
M484T355,484.15701219999994,355.0953042,13327.66665,29293.86318,8938.242494,11011.60767,42812.95742,17991.44884,280023.8964,871201.1177,310088.9899,89368.22876,88355.37978999999,98295.46224,210569.9556,193163.5834,250692.0193,62764.12092,224278.6394,78279.7616,62130.60947,97448.6466,20718.92241,245024.3328,83527.71985,51345.55337,182136.0161,59699.6089,23964.281069999997,472.7901902,2080.206487,29267.20952,1547.3637130000002,692.3509392999999,7188.1758,226.0573955,3752.73756,4964.293616,0.0,0.0,315.8283978,0.0,147.6243798,354.8598053,7383.016931,666.1531541,7865.439093999999,8676.302482,10629.88434,17740.36925,13748.11129,16005.880669999999,12778.64607,8514.764014,9806.406213,12871.81271,2976.57865,671.2022704,1380.913217,45505.15025,10943.091209999999,18207.54466,66986.62515,17415.42646,10702.98922,224.79339559999997,1150.176921,1163.8669830000001,3082.195933,797.4659154,416.16573289999997,7764.322394,10886.25996,738.0361148,1182.473311,0.0,153.2271449,194.16146899999998,1253.291049,2080.246291,26199.43764,34484.32056,31110.28078
M484T561,484.1558329,561.4764287,244515.5319,215255.4126,73984.86402000001,64210.101239999996,121341.916,68880.88064,157800.9742,273273.1001,106121.1793,58120.707570000006,45367.35716,58175.58399,134867.9174,69459.4847,92783.08523,120036.4489,154721.812,117772.7531,26346.8565,47419.84097,22291.786480000002,87056.27532999999,42049.73598,32822.963560000004,72546.6229,32253.02017,16310.29873,12300.19613,9500.994403,15715.203730000001,11977.6755,8947.460281,14589.567969999998,11530.06493,12628.23626,12768.10506,4888.489475,8982.199874,10905.5298,8471.88149,8922.250638,10084.485490000001,14309.76471,7365.808231999999,13317.964179999999,18357.36092,15781.11862,18803.367469999997,16858.96867,17875.43156,15742.177069999998,12001.75805,13907.451280000001,13177.48267,11848.19315,6645.092332,8278.60406,31502.30335,11204.72212,15265.06494,40264.0974,14385.199169999998,12922.58385,9232.778390000001,10710.67283,10393.56005,12930.12167,11152.703309999999,11374.58455,13904.95649,16399.408359999998,11333.96468,16118.000559999999,8881.65247,12764.95503,11635.553170000001,11292.82281,17492.762069999997,11971.50892,16131.635890000001,12042.24383
M484T668,484.15175439999996,667.9428353,39841.01742,60031.3206,19394.262740000002,30650.51604,48563.07765,35578.44531,152116.4257,171473.5176,120047.4554,228749.2713,219439.5378,253526.1581,186060.9172,405248.5325,341102.091,296823.7783,504323.8236,369845.4376,101926.235,171332.1506,137334.1295,277442.6235,275108.2716,195476.5182,68975.84416000001,71969.58208,37610.23461,19975.644519999998,36005.436089999996,64237.20507,26481.644669999998,15408.1071,29142.3236,15587.294890000001,18905.706140000002,13841.80643,13011.46838,17605.11604,17799.78543,13448.64118,11411.1223,12590.71588,14836.132940000001,10940.536559999999,12872.74998,127661.7329,196144.6818,214028.3446,65993.71601,60204.377960000005,118342.7749,52321.56646,52233.84445,58646.777070000004,66620.41041,32555.18286,34698.10283,317096.2154,58728.13628,101139.0684,292874.0483,30712.052639999998,53135.02347,31939.87462,49122.054639999995,26816.553069999998,104645.5008,43271.72327,27758.81385,119309.2463,171383.9772,34093.6594,29373.91769,16634.10426,17861.49989,19792.13985,20151.2576,22262.59132,23545.69457,35792.512,49675.6115
M484T775,484.1569221,775.379817,269321.9822,192641.0973,122410.2577,238561.7504,426406.3096,528605.8265,310199.3002,179924.3609,133438.9653,106799.0008,87376.47219,101299.5629,267288.2569,170242.3999,182625.1689,593826.1675,760561.3983,679676.9099,79213.33057,108217.546,125017.34199999999,120846.2728,98186.46973,79666.51039,55748.382489999996,53596.64217,30735.253230000002,11004.32194,14368.71513,28382.57845,10887.62448,9811.389591,16408.87929,10903.24691,13928.57665,15758.87419,9979.833734,10566.37434,28741.487139999997,10746.76682,9348.343934,15601.520169999998,14889.299669999999,8883.393456,18083.12531,218404.5372,247313.2475,251561.5902,141776.1086,90860.48241,136708.8538,64648.35117,91488.33966,63616.282810000004,67778.25882,9923.196707,33507.60031,335467.5225,27743.423619999998,54964.90237999999,216865.6555,39200.93233,42736.31811,10316.4466,27777.037710000004,12592.37234,118936.5237,77593.23665,47327.67995,194065.2043,275462.1595,58720.0248,65859.96465,22852.2764,49723.81668,33548.67525,48917.26579,82934.21878,27105.87142,37478.59544,42056.43649
M485T2375,485.11238679999997,2375.2103460000003,138045.7194,174345.6608,113614.3957,172922.8807,143953.1933,190012.0554,66220.75838,48497.50025,46131.129460000004,27231.675239999997,67743.51755,28652.5309,62859.775760000004,41715.44952,99379.18342999999,31014.394360000002,48856.11415,35532.56615,34170.13852,53349.079710000005,40159.169310000005,168000.3705,33101.439660000004,43480.092110000005,44630.24513,138236.5589,85966.52167999999,118734.745,238422.923,38402.2154,0.0,42432.30882,34827.43596,46810.90565,34513.597839999995,37064.40085,173846.46899999998,131855.8535,114641.0651,170919.7614,270296.38,169384.0923,64677.71851,68840.95658,46558.96428,34887.41693,38389.661980000004,158146.4788,95583.73684,84982.21368,36019.3425,43870.00037,37001.79934,72860.17232,158552.4535,241454.2224,30844.73198,38474.143,233035.5255,37663.30292,208820.0425,147639.7376,143244.207,63803.32773,49239.51405,49044.54515,74239.44063,64138.78847000001,57605.17155,59894.13004,51830.25604,42423.09788,199342.3543,109708.1422,118784.1095,120765.2292,103485.6784,93204.29084,53954.712920000005,49894.5737,50159.95267
M485T668,485.1602079,667.9662548,34579.39099,33988.69923,24905.92327,19754.056569999997,32918.835269999996,22244.11888,49181.29228,50583.51125,29582.612460000004,52848.67066,31543.48235,61296.96352999999,50282.93905,58523.50668,57218.6105,83890.76239,125741.0995,92955.91986000001,33878.06307,34784.64028,28603.308660000002,56384.58887000001,78544.22666,41192.946339999995,26215.949819999998,25866.96454,18529.83221,15925.69749,16966.91291,18741.88261,16524.4395,14216.71272,20558.675059999998,14070.68084,21635.93942,16624.533580000003,14784.870530000002,19780.72731,22601.880119999998,16043.130330000002,16624.464030000003,22933.48992,15472.948709999999,12795.58052,11541.53547,30365.225580000002,39602.799719999995,43855.224519999996,26881.78195,26340.61521,27417.61258,13147.99085,22407.50331,19966.62504,23632.772390000002,12289.61651,14920.107369999998,69723.81246,15930.04144,24252.87099,79946.39193,14925.064030000001,17258.27398,14203.50335,18218.47779,15119.11579,24349.81288,18642.79554,16473.51137,35393.204880000005,49830.423839999996,17502.55635,30085.747610000002,18407.08226,20981.82126,19794.59767,17433.299880000002,19205.01977,17027.27774,21099.88164,19538.88367
M485T776,485.16249220000003,775.5004033,85561.19228999999,65351.0663,44783.43783,70529.02278,114026.6151,136922.8213,87211.23998,55005.503110000005,45662.67413,30217.6605,22352.31665,28974.910030000003,76241.83772000001,42135.65709,50118.402989999995,157605.9116,202611.7627,180665.0784,20942.67569,28012.28558,29134.33167,32838.973289999994,30981.43518,25428.880230000002,20677.73706,20757.84577,16127.078080000001,13886.079609999999,13988.55451,14430.919590000001,14451.16638,11958.85567,14125.42373,14716.561940000001,13391.006870000001,14050.937740000001,17447.65979,16323.20579,18041.1441,17097.52153,15173.134380000001,13926.90007,36246.7027,18605.60606,18408.89616,45064.31422,50261.53011,51088.55349,39127.23349,28133.878039999996,34715.78173,22029.09348,28515.95669,23073.98553,21702.892359999998,10827.36939,14650.486680000002,90842.66466000001,15287.400569999998,20709.887730000002,59631.63885,18620.72235,17671.762609999998,10786.17706,14321.19702,10491.68252,35225.78818,23502.72709,17045.82256,56133.59044,77178.17735,22364.61821,33322.70005,20086.87046,21396.764740000002,19306.95575,20397.4356,29705.2926,18292.6709,17851.07321,20369.67471
M486T2375,486.1131318,2375.120982,58821.650429999994,78535.23351,48710.26433,77542.68734,64825.17642999999,82692.89385,28346.524060000003,20296.48539,19942.11654,11695.778390000001,29862.19565,12798.57798,28085.089589999996,17655.609080000002,44731.62068,13996.242259999999,22156.88849,14880.441019999998,14974.70749,25528.2931,16755.27882,73717.97236,14030.43391,18896.819919999998,20029.29778,61559.834570000006,41161.25856,57767.52522999999,102721.3728,15239.46843,0.0,18879.26539,16076.01013,21656.21984,15849.051969999999,16817.430809999998,79581.38088,56132.66707999999,51390.638360000004,75992.00476,121966.8545,74488.59584,28703.49229,30755.195289999996,21776.38366,15790.31167,16252.41067,70212.16341000001,46410.38788,38516.40976,16609.60789,19078.67787,16345.115130000002,33858.26547,70153.97473,101384.7293,13874.791619999998,17063.76526,99756.27851,18135.67906,92143.87641,64470.97528,65335.887,28245.74759,23067.0534,21109.82079,32666.58587,26104.52891,26903.28832,28648.27776,21756.737680000002,19897.286330000003,87168.71162,48307.23512,52042.65342,53212.65064,45169.67701,40863.56102,23349.93299,21700.454980000002,20457.59014
M487T879,487.2100106000001,879.381301,37845.13665,64930.08818,69499.51917,95856.41952000001,54757.16239,37561.51578,166231.3942,77447.81615,98300.05193,17144.892,11574.4835,14959.35258,53684.97451,21422.82619,27218.53025,26938.420860000002,21588.35855,26857.76008,12780.18577,12413.83938,13775.25255,14416.558340000001,13616.49104,15459.13877,13633.58102,13705.14172,14601.65146,15316.04055,18539.67992,16758.282909999998,15304.80022,12911.372790000001,16677.80574,14991.4326,15871.865569999998,16867.92708,21478.703230000003,27619.4678,20548.22802,20651.26501,20769.27477,22393.87082,60689.72572,26991.62677,27054.39894,20400.08029,17572.69069,15755.68931,16533.463490000002,24845.41765,20598.39085,18907.663480000003,17453.31578,50777.79383,17241.756019999997,14402.84568,18193.62154,15922.56624,22789.14976,17371.7772,22652.33905,22230.49352,13505.0563,12571.09578,12460.698209999999,12217.26682,18021.14518,13653.851380000002,14799.75261,29500.27452,29645.63535,16287.202790000001,25459.38363,19654.34241,23072.59236,20015.52237,27111.36343,19473.15159,32721.15285,26190.29915,35217.634289999995
M489T1971,489.33494850000005,1971.2477190000002,202525.5696,294340.4517,198869.1045,163011.93300000002,153975.1181,123779.819,117781.7219,112112.8873,89677.15166,12973.07439,13689.609580000002,13149.78192,14381.73872,13636.24461,14219.47555,8656.136395,9043.474292,13654.403919999999,9485.964141,10020.26638,13224.467509999999,12742.51103,11318.1899,11345.19586,11828.03232,14348.49178,10592.87529,15584.2684,18293.02234,17089.72442,0.0,20434.321330000002,19111.71741,14621.36045,10720.121790000001,15977.65656,22714.76309,12872.37651,10010.318490000001,12482.11814,17176.18421,12239.9407,14505.826309999999,10076.8707,13024.09143,12335.478309999999,18541.19757,17269.895959999998,15417.220459999999,19503.24641,18579.321809999998,13162.185790000001,19707.96075,14048.757759999999,15645.0391,13187.85608,16065.86911,14054.855419999998,18877.33776,15521.26825,11703.602659999999,9622.810141,14830.652569999998,9823.531782,5334.791893,7847.472401000001,43488.0387,23531.77769,18125.42674,26048.06669,12455.59815,28786.468689999998,16074.513869999999,12604.40745,13180.33216,28762.540869999997,10502.53454,9904.069301000001,12107.28585,10190.081709999999,10368.11525
M489T1984,489.1113493,1983.986038,152.14697819999998,0.0,0.0,166.1530629,191.9203664,0.0,40535.85411,47242.30736,43636.83011,128269.3226,147362.8236,119584.1451,120171.689,123720.3095,121252.05099999999,164525.2306,0.0,0.0,110730.0867,119533.2702,112673.3718,143279.7775,161361.2152,51455.76854,66620.47933999999,67961.38218,79828.69076,40992.92267,29744.18002,24817.09001,0.0,14693.134280000002,19786.40863,85092.89725,254.628829,101638.7338,219.2352873,0.0,157.03132319999997,143.65628180000002,2854.244739,0.0,137026.9324,152166.3136,106374.2745,34612.556789999995,35661.58185,31039.66564,22155.500340000002,28299.668210000003,19453.70655,57365.33292000001,671.0638934,48944.8741,39264.23406,29237.39198,123372.0622,101273.5999,132952.3023,125381.6174,181584.9593,167736.3888,80952.75526,0.0,0.0,0.0,431.6769237,453.0861307,1167.769632,239.39574869999998,203.4680736,1347.228191,0.0,0.0,0.0,0.0,158.2585248,0.0,59675.62323,57756.525910000004,67298.71661
M489T2073,489.1115812,2073.157913,71108.12544,324.5583088,1423.6829189999999,4063.000906,1370.6789999999999,3534.261862,22220.35035,23522.862080000003,21930.590490000002,54427.73367,55593.9894,49858.6404,48300.50638,50711.71611,47088.25501,64856.22705,5363.939472,87698.94118,44723.38217,50148.47058,45244.147619999996,56368.2396,61172.54297,19272.98465,418.0994563,17794.338490000002,3217.088343,11812.431779999999,10908.20874,8400.378641,0.0,8692.635182,9729.514595,16399.82994,1261.929508,43789.55055,179787.7314,3095.896523,205518.5074,190831.6323,210708.0134,172407.6673,61021.18711,62763.29296,50281.63449,14998.37841,18068.619469999998,13363.65784,10826.44665,13957.70855,9772.685368999999,17323.40537,58836.490529999995,16148.43999,19053.047769999997,13504.4087,52632.6281,41371.22281,53906.35566,52561.92448,66134.6886,69140.33646,30219.32971,3618.198839,51760.802639999994,214.0655094,0.0,19956.82782,59689.768410000004,58362.710329999994,80909.89381000001,81308.94281000001,325.59710739999997,162.8291713,81835.73748,81766.66669,0.0,0.0,28155.612080000003,28243.75166,30095.61737
