name,12hpi_Cf_1,12hpi_Cf_2,12hpi_Cf_3,1dpi_Cf_1,1dpi_Cf_2,1dpi_Cf_3,2dpi_Cf_1,2dpi_Cf_2,2dpi_Cf_3,12hpi_Chitin_1,12hpi_Chitin_2,12hpi_Chitin_3,1dpi_Chitin_1,1dpi_Chitin_2,1dpi_Chitin_3,2dpi_Chitin_1,2dpi_Chitin_2,2dpi_Chitin_3,12hpi_Flg22_1,12hpi_Flg22_2,12hpi_Flg22_3,1dpi_Flg22_1,1dpi_Flg22_2,1dpi_Flg22_3,2dpi_Flg22_1,2dpi_Flg22_2,2dpi_Flg22_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,2hpi_Mock_1,2hpi_Mock_2,2hpi_Mock_3,1dpi_Mock_1,1dpi_Mock_2,1dpi_Mock_3,2dpi_Mock_1,2dpi_Mock_2,2dpi_Mock_3,12hpi_Mz_1,12hpi_Mz_2,12hpi_Mz_3,1dpi_Mz_1,1dpi_Mz_2,1dpi_Mz_3,2dpi_Mz_1,2dpi_Mz_2,2dpi_Mz_3,12hpi_Pb_1,12hpi_Pb_2,12hpi_Pb_3,1dpi_Pb_1_,1dpi_Pb_2_,1dpi_Pb_3_,2dpi_Pb_1_,2dpi_Pb_2_,2dpi_Pb_3_,12hpi_Sc_1,12hpi_Sc_2,12hpi_Sc_3,1dpi_Sc_1,1dpi_Sc_2,1dpi_Sc_3,2dpi_Sc_1,2dpi_Sc_2,2dpi_Sc_3,12hpi_XeWT_1,12hpi_XeWT_2,12hpi_XeWT_3,1dpi_XeWT_1,1dpi_XeWT_2,1dpi_XeWT_3,2dpi_XeWT_1,2dpi_XeWT_2,2dpi_XeWT_3
M715T2305,316063.9108,381114.0778,174973.4246,175627.8729,368706.716,293307.4835,125040.7543,128573.9614,100543.4969,140279.6113,283821.7729,461333.2658,146162.7797,633232.8052,473984.0212,295717.7994,447634.9769,467965.1403,265248.2126,277390.7641,151271.0975,308456.7069,247232.4213,396556.8343,221884.1896,194993.3789,177589.1462,369237.6949,558456.2245,283775.8778,0,174842.4835,186521.9736,409183.9108,135150.7411,237039.2566,414079.7643,930289.9401,118459.0973,603328.7721,561337.1091,233657.6748,270174.3647,244301.9759,146075.6949,444536.7561,382718.0655,383676.0012,330784.5479,330251.7742,232753.1689,388240.4307,364502.3554,232066.6016,349738.2308,786700.9547,534689.8918,365093.2499,500924.6328,399743.4802,468868.2614,394524.197,273922.4995,572432.5674,1047348.429,821020.7864,799624.9305,820619.0484,872534.9681,444814.6554,451588.3373,600512.3603,1285555.055,573572.7153,699825.1267,820275.4821,678984.844,554799.4064,763342.6689,696309.3051,267429.4201
M240T442,59493.34276,84407.1954,95210.28591,161710.4616,111588.2744,55225.23782,168612.8118,83175.16875,76777.49589,14912.40033,10022.72957,18468.15973,30267.55559,14488.53022,22791.81441,26063.94842,21500.14175,23863.81593,12951.6555,12502.19665,10863.79073,14319.49038,14521.09674,12764.48769,15898.82618,14455.80872,17559.11854,10254.59047,10870.21191,12197.84669,9699.364747,11430.58185,11514.97872,11894.99029,11583.59814,11371.89066,23015.96723,26625.51441,17849.12544,18330.3537,9435.945673,12189.64529,41740.12839,16183.60235,15212.88536,12590.14168,16412.92359,13496.59162,12410.92367,19599.42545,14174.44512,17504.6303,29177.8503,19360.19297,14775.48642,7759.272378,12600.61478,18223.29843,22664.6108,14232.59233,31886.61964,14860.24047,13282.25745,9949.070113,9348.778049,9929.723847,14537.63681,12154.69211,12058.27763,24198.01203,34363.71486,22262.65795,40482.97699,37319.37052,37417.437,19095.41899,25945.73387,24932.58515,31154.89158,29079.63563,26691.05134
M444T367,15216.88778,22819.24916,9081.745831,7263.850094,54984.667,11705.65264,213814.8855,663651.3063,192634.6075,56474.31443,178746.0337,93936.20345,312663.3996,153968.0741,172698.9552,31547.91017,200883.3443,34422.14888,40846.25315,60282.93105,30025.38654,180437.2367,53079.44434,47693.89734,127829.2026,62558.11356,89889.48535,109081.711,5120.40643,82311.87009,28287.61399,41789.07024,261616.743,6684.519387,147956.5197,172451.7142,157.6601592,15104.35171,1889.6022,162.3956909,2108.527158,1093.965601,32920.49446,22553.3124,147172.643,17121.55808,10406.84106,34661.17187,37270.32365,35764.8239,24075.70853,30063.53388,18020.5111,53162.42692,2775.429118,4029.968528,4374.470482,102321.8711,9616.977058,89430.21001,59824.10249,47243.54913,32837.24096,14571.12375,23256.04933,26356.96147,281.58996,1396.14135,3034.648543,15842.45535,10220.59193,8673.297613,4381.085014,192.2689399,674.5876493,4098.231482,1730.843919,1519.785771,20748.64028,24698.51569,21489.23536
M1179T1756,81969.53797,36783.63593,47283.8026,21645.96162,160001.3036,6384.386373,3737.954948,3757.303977,1028.157695,39497.76804,29687.17693,47835.07964,75037.72109,136423.0079,138946.0455,32629.88571,62962.2038,21480.68067,95001.71297,63208.34235,64130.38808,107197.8526,50457.453,79603.74443,40074.74475,65256.91445,33251.16042,89180.44683,250657.4396,47309.44085,0,52679.71894,25612.21823,12498.55827,6631.385254,17794.22214,46732.90065,26933.39863,15710.19644,51475.5958,18011.39111,14794.92191,1227.200487,304.2402292,0,98661.09921,126677.9493,163565.1726,94160.21695,39920.85834,102342.4914,64174.86106,12511.58636,33352.80902,110230.5947,95892.28723,96111.69127,72133.88279,103334.5431,36288.90592,158933.1833,48803.17201,99998.60099,28443.50002,21547.27833,24167.08245,16742.31542,15046.92281,23677.65616,23858.84764,20862.49404,15265.39928,92682.66495,97764.55954,83393.38736,132739.4245,51903.70088,105957.449,6638.244063,11628.29896,7322.104269
M611T2260,193671.7678,511415.221,562744.748,742438.3046,638216.8684,313369.2308,143810.3006,323341.2539,209378.1287,255137.7717,109159.5372,185437.205,199732.7756,235209.6028,225208.2167,180215.1362,85947.14793,217076.2184,82247.04631,99984.1753,62710.57382,17924.53089,202816.1059,173800.8236,22662.68831,116522.9207,43916.61448,55657.6337,183611.9034,160321.0378,0,179899.4881,106978.2951,51086.39733,163037.5181,94005.32779,230985.9457,125687.3589,105824.0247,300699.8568,212077.31,116376.3504,250378.7955,155987.4813,81068.96859,127618.5825,460698.2943,525664.8739,293724.4828,472893.494,505740.749,199698.6288,481847.8623,309392.5593,162510.4674,179820.6868,301542.1713,180147.0241,286407.6631,385718.2365,89719.17788,199682.5677,221407.1718,199329.9334,81997.98511,63217.59722,223853.9577,119111.8256,256649.8567,98323.03078,52471.80674,79793.8405,528538.9535,570662.1356,352020.7583,133161.5301,343152.4976,253709.249,342602.5268,127875.5291,162662.5282
M220T519,135080.2785,98593.91731,133238.1602,230290.7915,173812.1812,75819.6605,269561.0347,109844.1975,64376.56241,20383.98224,4811.756205,16235.95997,89400.36137,12640.50851,93570.32769,133685.3478,89845.50584,539741.7861,5583.849036,12298.84766,18068.53417,12318.00257,46049.16203,47852.01506,45729.63405,49073.42453,81912.11451,8991.873296,1926.758416,19921.039,50989.33398,11481.32139,47891.4206,63875.96327,68909.70999,66466.36245,10973.10069,41534.54179,1638.30154,2311.845661,0,1492.205037,98449.47647,4313.476955,1708.202634,42478.20799,13442.12535,11621.71358,56099.61205,42829.35584,15358.2528,14616.07791,47116.04219,26135.36593,10751.90979,2812.694569,4046.834557,24731.11345,16101.79097,51099.94613,10217.5801,6407.378656,28937.85447,15214.9222,5472.041305,13333.4438,3297.994178,8881.004076,6301.438315,48546.86241,23094.46212,7492.673697,1881.88674,54537.60666,2955.225273,12263.24452,1760.216136,3974.599489,9022.602618,9505.614685,12282.71121
M729T2367,10814.29716,19911.65701,11812.51547,14236.21046,13231.24482,17499.88164,4398.431964,2766.936111,3168.982538,21061.00223,48050.87371,42191.23553,27151.42512,63386.03345,59686.10711,24978.58793,33659.02011,65036.38816,62954.19333,28784.43898,19380.54204,28732.38601,19061.80996,20526.56136,24837.46195,15545.75465,22857.20052,49020.67522,14658.15913,29038.56284,0,25281.822,19292.77294,47746.53306,19029.13212,22800.40245,10595.07619,45724.24344,10865.1647,14200.47653,18469.60976,6446.294313,12874.83071,5283.116291,11989.93677,38408.29309,17416.12759,30285.63349,32921.94916,36432.34731,22219.97076,26958.62916,47050.60336,24608.9786,30370.02848,27969.35704,20376.48799,32527.83161,22582.28812,45432.2265,16476.65636,29141.72302,21181.33435,57680.34981,99161.27675,107504.6364,103621.5961,93892.38755,94716.74275,45559.267,50195.25777,70388.85803,78356.44018,34836.63799,18332.70897,35547.03177,20563.28854,45269.08732,28581.64533,22927.30523,6087.803226
M329T1560,126145.6359,54429.30309,186093.6248,73752.40307,57661.42918,14335.18228,76045.3695,112331.2232,60363.77532,79161.87019,57242.91231,79716.95195,84731.2213,30133.97557,34577.67607,119145.1004,52507.01028,81569.16261,33050.65339,55911.68916,34433.53158,18222.38958,18501.43192,17170.04355,29281.8434,28139.23052,46475.41622,132723.214,51382.33002,58278.24703,39502.79626,29836.75445,42829.97977,63127.52606,36772.89668,41121.17944,29268.41109,29053.84213,3013.333638,5822.848656,19413.9757,2907.694673,21252.36679,16686.64788,21434.37626,125173.2264,73752.38124,91612.87223,76992.0603,54734.63573,101223.8343,108955.3496,145046.7742,87146.11264,51741.80573,32696.08668,56423.92173,41121.61793,21402.14895,59004.55686,23402.5819,28856.64631,62051.39729,29058.95109,48525.37312,70859.59238,926.3098876,44143.13854,32058.20595,60314.14407,69570.47647,68842.94869,2638.19877,32741.27865,11329.43715,24884.6201,26855.29251,4652.211243,48552.96564,48720.05444,43930.08641
M897T2133,9985.92123,5920.888905,3070.577555,4698.729972,7035.415758,727.5102038,6543.022267,5114.54645,4044.861903,135505.8133,17094.87461,51513.57337,50305.28407,9414.249755,61444.92364,35611.53808,17565.43157,16071.39527,7700.594442,129462.3021,31607.45628,42312.59157,65230.66751,31086.49278,26021.681,45540.21911,128396.1465,15272.68621,6725.468434,74491.54995,0,15327.81719,90378.26888,19271.71091,128564.2068,103465.8638,16118.15274,14282.64555,4549.899217,11708.30261,3322.58271,2717.487469,3903.045253,1494.692265,2051.21818,44869.74679,17108.94987,76912.71592,60360.19061,64150.1145,84185.78867,58249.86743,29879.91482,35376.88202,23546.29228,7212.037606,13184.16067,24953.34209,9402.725662,72289.52425,12856.72173,19696.98598,62757.27848,94372.00259,72743.3935,78341.2552,165456.2789,102231.2683,91600.47513,71680.19801,67304.14058,68285.96114,36672.70319,57159.49712,11710.9745,73045.84974,24611.49883,46063.68036,2259.214915,2796.029728,1666.498593
M414T1807,47227.79404,15287.73808,23916.42682,11851.0793,71394.7367,5177.970144,2039.801657,2495.709332,1358.140646,11273.33302,8055.701923,14821.68522,22371.73853,46157.90759,44357.58539,8829.570534,21013.75487,7648.811459,35264.42453,17597.83775,24566.67726,35634.60674,15358.64549,29437.31441,16455.95021,25252.57051,10486.89555,32578.56622,100004.2967,16256.74343,0,20333.46609,8030.748589,4979.939209,2788.988117,6265.72643,28949.49211,17219.57925,10319.69895,26251.09123,13952.47009,7164.714998,656.4398762,161.6717674,548.4611186,38503.99455,52861.32429,58831.90364,31003.82437,13307.14528,31215.59067,23672.3385,4511.533518,12158.91093,44374.13392,37489.38735,32628.86903,27220.76728,44867.62718,11793.54475,61621.60035,17666.66358,37778.42764,2648.369512,732.2637143,1564.548674,2590.458109,397.9619242,2203.705301,1987.468077,3050.79423,301.6202238,52025.75313,52352.93642,61490.05017,53759.15296,36560.38745,62475.4875,476.2716076,2309.108197,1257.329355
M606T2260,183148.2485,531710.726,565640.2636,757238.8048,642173.387,320581.9376,152504.4186,325057.0389,208788.8874,242079.0117,102131.1376,174685.9693,185984.3862,224341.534,211674.0237,173426.2438,77531.76875,204156.5247,73856.0339,96045.04029,59582.38754,16864.56696,200526.1992,167370.7358,23016.54267,111907.866,40676.22313,57406.07638,173545.0704,156517.4538,0,169288.0245,101228.936,50683.4704,157016.0357,90306.25477,230059.9361,127546.0032,104083.9261,296557.187,234658.5312,115163.765,258483.3312,159185.5043,80142.74427,121591.9199,451391.6082,504300.9171,280583.8326,451429.986,503516.2748,191374.8039,455303.7312,313096.6912,157593.783,173605.8028,285094.3261,173217.4961,271769.1727,363176.3241,85168.10093,183283.3447,215422.2936,187641.0269,78985.30525,64125.63025,248439.2785,113399.6164,242730.5494,94882.31923,51173.94823,76040.51711,521863.5567,574450.3573,344281.8364,133187.3965,341508.9429,256197.721,345628.8718,136824.1053,168227.6111
M716T2304,106284.4292,157622.9525,71738.44887,56681.65432,150710.3953,105583.9455,24610.74833,9328.600957,6818.970793,58851.65095,111470.4871,180602.3119,63514.83395,255131.2209,190331.6405,52994.38893,195304.4324,188306.3646,109144.2332,112093.4416,63395.28491,125001.564,105406.9495,163941.8334,96013.89459,80487.49127,74302.48791,145103.8542,119885.5514,113290.9796,0,68530.36469,79935.43673,163892.7401,57301.43686,98332.47319,161365.5626,347506.8416,26915.0255,243164.4675,222626.719,80009.49351,104075.4375,76143.09983,36541.67516,180619.2519,150384.4657,152219.6735,137778.9547,132201.0554,96456.96726,152889.4493,141589.0121,94153.95782,140919.0044,306572.0913,205926.5092,153733.4375,202292.7431,154174.7713,191233.5456,155780.995,110427.8717,229792.8093,385917.5,315816.4073,310832.366,314185.3665,329017.0258,180541.9346,173806.319,242879.8021,488239.4494,209461.6705,270718.0908,310937.2945,260027.1871,225833.1335,281573.6593,258315.1438,89619.95844
M606T1271,122215.9386,138371.1725,137894.9457,253551.2362,111219.6891,69113.47771,329993.3695,291186.8536,304911.1754,5488.944189,7449.381848,7455.448978,27087.75994,12330.05853,12130.8745,18151.18891,13082.39637,21838.77298,916.3655352,6365.90126,5628.885044,2109.8725,435.6832192,1733.011856,3494.862468,1958.626916,10334.3947,10557.69194,234.2846835,4822.553594,5853.201423,6732.180702,6785.774227,12358.60911,7270.558102,3658.973238,29953.62928,12506.04816,15141.45347,15415.93397,1463.49504,14903.07657,155249.3334,18549.6045,44195.95478,10078.32907,13882.28811,10589.3101,4657.714372,17176.80569,9711.413972,13274.05392,30711.96219,17683.25618,15507.27626,8855.099868,6024.985892,6980.400771,21784.22318,11154.65183,16446.80252,23109.39926,1700.359253,450.1207214,237.1397009,2315.334603,5109.740984,0,511.6057495,1984.491974,4079.68388,5692.414176,30835.2516,66990.80398,32678.88341,11211.46665,37062.38507,15786.30495,33369.03904,53086.53656,32647.76901
M991T1719,72952.64845,39086.92912,38916.34707,16332.96012,101425.411,8424.700037,7228.26306,7528.662556,7746.003232,17726.36324,22440.88773,28698.39932,41707.2362,77565.2129,70005.38028,19819.53135,35902.69924,14389.17924,56690.26685,29400.55001,42485.67713,66335.03416,28980.87099,47488.72072,26427.44325,42008.26025,18633.71658,63593.45522,163554.0679,31168.6125,0,42497.37501,15671.81,14716.35159,7398.354738,11677.23988,30690.32847,20274.64947,13067.2222,41552.98353,17270.61497,12282.08032,3495.295799,3066.062737,3096.7637,60143.44978,80650.39291,96294.82579,55310.16561,24337.55879,52654.29605,37845.38311,6204.236515,23508.38453,77919.73664,68876.99539,64694.38925,46011.12479,70001.63244,23164.83699,104056.0407,33854.5556,59505.81366,10742.6101,4510.833564,5783.711918,4701.367868,3875.083987,6512.900012,7519.370893,7743.327998,5536.258397,63892.38954,74318.16274,75638.13769,87388.50514,38989.30316,80937.6984,3196.954934,7235.564795,5209.007444
M612T2260,82089.01036,217375.4904,233221.3913,303705.03,267607.7882,131853.7219,63536.0201,138306.0006,89270.34085,109589.5955,47843.80784,79288.07235,83088.70452,102720.2719,97540.33604,81954.81558,37581.52981,96753.21381,36410.97571,43158.25478,27687.81633,9529.881301,86005.81906,75383.99867,11270.23626,52953.51482,20266.27064,27068.1981,77702.05435,69391.99048,0,74509.1881,45554.59814,24269.94278,70206.07896,40291.06839,100360.0073,55558.27821,44221.98781,111364.734,96338.95168,50037.77753,109612.9316,70021.79789,34324.95009,55407.57539,198311.1738,218387.3434,124372.3471,197226.0724,214575.3358,87059.49113,198846.5424,133669.2818,68943.90334,78654.37253,126889.6627,80342.77727,121805.8946,163841.3741,41540.34447,83924.09802,96777.70866,88083.72802,36006.1593,29662.99278,95955.77859,54176.49934,105675.8838,42846.4897,23256.70761,35805.78099,221244.8525,236621.9832,147046.1304,59147.08523,141718.2777,107431.2547,147155.8925,57757.20481,71339.09603
M577T2374,33212.38041,2059.225482,7319.670646,7334.509314,8587.792379,8412.181055,4648.112802,6751.774131,7966.217045,25343.39204,20413.85886,17790.72175,30678.39377,14470.68783,27633.17278,46555.31498,25184.54127,165760.0564,15669.8986,28368.61875,20973.79156,22817.9131,21500.29672,18319.18916,55788.89011,37520.78149,51156.0854,13469.90321,12977.91172,13969.37283,0,15021.89262,12067.00252,69083.36629,33371.2335,42711.70424,96099.49096,13408.01765,42769.87306,7998.57068,14733.50202,7426.902561,8860.111768,10038.89804,8622.708954,15636.57158,13085.05318,17711.4354,16630.93024,17762.8965,17195.30238,39212.63641,248893.7153,21888.9088,19747.64521,15792.15898,17805.53737,20745.48674,19464.41841,25351.45,17607.91406,30123.56461,23240.05777,27691.35017,49039.82788,43231.99049,12207.16456,263826.4309,250650.0789,277919.5295,299441.5592,284109.646,165009.0152,2863.404745,5605.262109,152498.5507,5427.834489,4878.404162,15230.72045,11040.23445,12121.23898
M705T2645,33292.18295,102236.5172,79024.44477,138080.493,139824.2197,169940.3524,96889.04577,119957.7652,41661.74907,72888.79436,30085.59982,34025.42719,57885.97464,59539.97641,46329.58364,43893.6203,32421.44214,55833.6065,16571.81287,18727.21579,17362.33156,18397.29884,24321.37331,25802.95884,26581.63629,25992.24527,25213.76766,17816.97324,26854.77948,25539.32501,0,32494.82878,25504.3176,29155.07826,30629.34041,23883.29762,40099.17348,24003.05712,25471.18105,64013.90469,37569.79008,31862.34213,60683.46286,31792.43447,22246.63584,25721.60161,30949.29395,45934.59381,32148.52412,33575.30571,64618.73866,24077.88327,34209.70822,45040.45248,25609.93356,29897.55002,24711.68337,25784.67761,34492.78395,28609.41798,19165.85915,24226.73513,20322.53506,49960.668,17930.7138,16213.27195,86863.60131,22718.22016,34907.38923,28303.8996,18518.17729,19155.62377,70434.72635,72156.51966,35024.85915,28573.9284,49555.97225,32894.64591,44793.39234,36290.38967,84478.82305
M771T844,376762.3573,367258.8023,314031.4302,204549.5055,174211.7546,33610.64096,186441.9337,98626.24533,128673.7373,158817.8704,213062.7449,115274.6055,311745.9138,199715.944,150732.7768,321096.1951,166744.1033,281675.0664,60783.53843,101385.3168,96163.84791,130409.7094,90774.59056,105213.0363,137389.6324,87063.5262,121048.6174,68503.37293,46965.97498,86724.28398,95712.66361,111122.3882,174650.3934,160157.0285,178295.0968,115466.0219,43444.16482,83029.65208,170557.8203,47341.7086,45973.78979,58507.96749,72529.50764,49916.41954,91254.71839,132392.3839,90628.06072,97482.39985,145917.4792,104499.5593,103602.2425,78129.54544,71851.25304,84435.28438,81389.64596,31808.74494,61581.85975,167068.5867,72819.58747,135230.4648,162749.8138,99732.85006,79393.24716,52577.91978,65035.37792,73525.7445,27124.49281,146757.78,152999.603,194892.4949,226893.5953,167514.073,266463.054,213512.4075,191198.1999,70108.74915,74993.98033,105315.6958,76197.01556,95460.20923,52213.77056
M450T2547,42791.51306,165150.6029,117161.8187,191266.6682,226574.9934,197386.5487,56050.28963,100494.4623,47769.29612,75398.62904,22584.62342,30095.53864,45822.42654,61383.53395,50149.66158,40927.30346,24256.00148,37338.86976,11833.74456,20891.61218,10758.75025,6748.320261,35021.84419,36150.77971,5074.567745,19404.38017,10296.16949,10898.08555,32866.67355,27343.3793,0,40763.48734,22875.13774,14719.91361,26732.93257,13893.69248,68491.68161,32694.99025,34032.75641,103644.0346,55419.77829,33994.65965,118162.1754,42681.72481,23118.20559,37913.66131,73896.19373,106245.6716,66226.02272,79961.22154,137367.6327,45147.05237,72796.33646,80874.53565,34484.83491,46435.36965,50748.39493,37613.68944,77847.19072,51456.53375,24227.44132,43279.97859,37760.92379,57628.25637,15182.23802,11940.11277,76179.71772,26864.16658,57649.1299,29758.44568,13076.33243,19370.05881,136833.0564,123709.351,71284.15296,42935.07284,138008.3813,54493.16946,82273.4269,43986.89812,40458.95019
M405T2357,16483.86684,4062.05294,7551.374989,6165.306738,9709.518933,10121.60543,5796.800957,7816.59797,6028.578426,16521.85727,24441.35835,14028.15625,166305.9915,12700.09279,20734.54821,333633.4552,128304.3862,235086.8312,11335.60187,14451.75603,14080.57625,16511.91222,13004.33248,10821.09425,16979.46254,12196.43836,15441.80856,16929.35535,11553.74313,15470.58596,0,13695.73978,13396.59302,17317.64095,14560.54809,12705.28124,11271.24454,3471.392049,15918.76755,8452.829638,13317.4354,10089.65729,4903.262406,4508.797095,5095.402103,13020.52836,10302.2391,13242.34993,15371.19439,15457.26419,14656.343,11396.0402,48430.5504,14520.15381,16280.18861,10937.28971,9689.239907,17593.41353,11246.33847,14928.7644,12438.21978,11749.13592,14076.11378,20079.58181,46210.72524,21159.97421,18551.0694,81365.70631,50032.46593,89119.97519,116207.9346,123310.7668,35506.39383,4599.730093,14466.77682,8078.953318,19413.30884,10953.01219,2887.909025,5260.685957,10191.58795
M520T648,71858.04204,112286.7558,81165.62242,177483.6473,163897.7214,165898.7318,116072.3519,126243.3636,83938.80142,25498.65532,14012.0971,14127.02271,34982.15406,22441.27465,20498.27882,31342.62831,17281.50005,27740.14682,6106.497793,11207.51518,11427.68714,13329.36187,19389.90848,11580.76945,12200.28098,12884.01928,14124.98357,10700.82597,9392.267664,13452.21888,23416.3239,12119.96401,13044.48621,12613.24947,18112.09845,11482.16627,22155.49484,13322.92158,13889.11952,27025.92336,17454.25893,14758.91186,37987.99377,15916.73581,10287.3037,14250.88978,13472.6551,17702.08534,20412.57694,26808.20321,27482.18613,15339.85062,25025.90699,211084.7627,10696.74191,13307.35004,11715.3718,19040.58178,20745.77981,20632.60303,13549.37263,21675.11042,17098.32678,14707.82198,12030.29432,13570.79379,25757.83202,16783.33936,25127.22588,17883.52181,15577.8915,15080.22721,40966.26532,23320.74595,16194.47758,20249.42527,25244.60478,18836.05544,33486.68404,17902.93886,20101.12567
M738T2235,24972.44628,172114.5566,124758.6157,180888.0208,165202.3998,142879.7078,325.5624238,14339.07568,8640.371601,75731.59353,35220.61972,55860.71893,128783.1719,76431.0837,65415.802,133971.0402,22541.78731,68201.06022,34949.78516,25951.54412,14135.28954,23952.09556,51484.50771,39566.81248,20181.16506,36593.43488,11870.56244,13221.64163,93972.75387,52268.17436,0,79378.07801,38423.63098,29848.31215,47106.68749,36136.97287,42128.97869,48177.77149,41625.76728,52379.87798,13259.21675,56210.69808,5141.262199,7323.517393,7330.62126,55512.69766,173114.1368,170425.1525,126452.3131,158970.9042,167818.2075,71191.62031,114571.8737,121170.2116,81278.60523,79653.80378,102859.7403,74787.45672,122940.8584,114603.214,32569.13868,78933.89529,63639.3175,55055.85742,25694.66291,22684.63685,99564.62984,39532.61965,70495.15699,31816.61484,18341.19105,25157.30303,123012.5537,174705.99,63644.27042,6789.737424,83416.47758,70998.32588,27709.88708,0,3143.752056
M493T611,35759.09316,31919.34926,22488.49501,28714.70999,52981.30123,36148.20586,65535.83502,101183.9634,50932.99624,16742.69601,14045.8646,16111.76085,22552.25131,23106.81304,23550.01508,24165.06988,50142.40362,55056.82467,18538.45058,17873.24963,18999.58909,24242.95097,29000.71026,31267.94024,21642.94676,29220.54368,18269.41183,12911.74872,11276.82647,16929.52614,13703.94884,11710.89944,16564.80574,12268.63962,13414.31487,13038.76416,9212.837977,11253.2687,11570.53601,9920.582065,10714.50178,27186.66921,18826.24996,8952.602432,15395.75197,17228.35245,14012.47181,15441.50732,18926.40244,15396.93439,16569.62579,14841.44213,12861.13699,15008.50823,13006.79741,9538.464136,12139.33439,21857.03735,10829.53488,14318.9101,25938.97589,14996.41111,14529.4743,11474.75719,11964.60797,11611.59998,11651.55435,14219.62795,13970.84068,22892.05594,22514.76017,13718.74571,17942.8542,10728.718,11405.74823,14382.0626,11876.27414,14120.55022,13125.38818,15756.73287,14095.27255
M338T1698,14988.00947,11510.98118,6724.061828,5786.695169,20129.32379,27209.60016,11410.18124,8848.6668,4860.904418,8205.835393,30419.61834,40627.8021,10766.57883,68398.94146,42424.42389,4401.897306,19848.22654,18617.07522,19005.91812,25875.04987,7201.961472,14744.75645,16434.54771,22466.66978,11838.16825,8696.876079,10713.85633,24874.17626,11241.08244,18744.79352,0,10019.21182,10929.62569,37517.31449,4474.53881,13295.47854,24653.29252,186155.7685,12804.78307,71040.64051,95356.03755,36125.15222,28964.99941,41598.97227,43467.74209,77271.65535,37462.00178,38701.89601,31777.05247,36257.12027,17649.41518,28841.31376,19554.61077,14423.25145,35450.72607,132386.0065,67233.43169,22616.78698,64942.78809,53982.47471,13028.09594,35075.73188,19295.32939,108942.0057,168025.8958,130907.3795,105320.018,135608.3846,86070.61681,39605.59901,49481.16853,61154.77789,261945.3646,34100.44167,87233.77261,208265.4159,74218.09151,11342.77409,122224.9213,112208.785,12933.60843
M564T2269,29685.40444,77502.40481,90801.7306,114929.4336,89697.80357,43298.87474,25036.02178,47682.52766,36983.67293,43243.19833,21466.30048,33516.62135,32458.30922,39390.01449,37549.11647,56157.88495,22228.35382,50463.31362,19127.10402,21012.90959,15206.599,8471.671261,35981.86447,35637.74686,11332.45463,23547.20345,10788.32339,15811.56774,35120.50712,31918.99373,0,33761.88356,21325.41279,12687.57938,29948.24099,19206.63992,46619.93174,20937.89723,18995.88459,51108.80487,44007.72757,21317.60371,46733.48332,27853.47015,17905.53664,22239.40063,70364.4568,83692.64349,40685.69128,64001.6953,76956.44747,30361.91974,72656.7714,46702.00555,29423.49576,30312.65025,49939.68444,28868.55071,46890.70768,59248.59976,19492.40827,31613.44163,36826.62793,34472.17519,16083.46435,14304.11018,39654.89549,21156.38715,39234.30142,20798.80293,12580.36577,16338.62395,90604.67666,96251.15639,66836.91693,25443.14605,58827.95132,47211.07114,59282.3699,27350.92723,30409.82682
M352T1868,85624.12436,39822.6685,49346.27943,25081.73515,150742.9635,17317.54143,12797.74962,11783.83693,8347.832455,20497.03299,22664.67848,32073.56766,41668.5531,87181.31213,73032.27878,19373.21901,39156.64117,18929.24417,60506.79556,33574.82938,47975.73598,73411.39801,34852.14155,57409.31475,29188.54024,49759.41556,21070.41617,66438.9364,195573.7178,34824.88468,0,44869.51447,18239.92396,14487.80815,10585.71106,13703.48355,50500.4793,31116.33838,19767.80161,55920.67463,27029.18379,22073.62149,8610.595125,8683.680738,7945.601342,60227.023,83639.73158,108927.6077,55573.47068,27931.01244,53130.56325,40975.8087,11237.93203,25779.5924,79269.05934,79414.55795,66715.97068,47632.87578,82345.1014,25126.57535,102686.785,31917.503,65285.77746,12324.43373,10064.19818,10345.03358,14609.60534,9049.007138,10319.45445,12722.08542,11776.48784,7824.52645,77633.4686,101026.388,101836.9962,111043.3266,51221.49183,111505.9193,6926.234467,11939.55308,10998.4477
